id_cliente,identificacion,nombre,apellido,genero,fecha_nacimiento,correo,telefono,id_programa,fecha_afiliacion,tipo_cliente
225,792247480,Virginia,Varela Hernandes,N,1950-10-04,florencia91@example.net,+17(2)2601645977,1,2023-12-16,Ocasional
226,188911121,Sofía,Jaimes Mondragón,M,1973-07-03,ericescalante@example.org,941.680.0610x27769,,,VIP
227,820064122,Micaela,Madrigal Muro,M,1955-01-29,fmadrid@example.org,031-030-3723,3,2022-07-24,Ocasional
228,513786046,Marco Antonio,Tijerina Espino,M,2006-11-27,maderamarisol@example.org,601.227.7707x933,3,2025-01-19,Ocasional
229,907513294,Guadalupe,Vargas Orosco,M,1965-12-02,merinoabril@example.org,667-998-4076x78997,,,Frecuente
230,871086610,Esther,Ballesteros Suárez,N,2005-10-16,pichardoreynaldo@example.com,(146)717-9576x0243,4,2024-12-12,VIP
231,462413619,Mariano,Montañez Quezada,M,1953-02-25,natividadgaona@example.net,(597)246-6572x93417,2,2024-03-11,VIP
232,841519504,Catalina,Delgadillo Feliciano,N,1978-01-30,samuelsalazar@example.org,(743)380-0545x228,2,2022-10-07,VIP
233,379046070,Alonso,Barela Miranda,F,1965-05-27,ncarrera@example.org,08374550842,4,2025-03-05,VIP
234,058641083,Noelia,Zayas Cano,N,1975-01-23,quezadamaria-jose@example.org,09918081213,,,Ocasional
235,911894022,Jos,Cortez Loya,M,1962-12-25,fsantillan@example.net,02552137603,,,Ocasional
236,279116032,Mario,Mondragón Llamas,N,1974-03-19,arturojaquez@example.com,1-653-286-3266x67850,1,2025-04-09,Ocasional
237,274883064,Margarita,Concepción Alarcón,N,1981-09-06,bravoivonne@example.com,260-602-9084x668,2,2024-08-21,Frecuente
238,466359623,Hernán,Martínez Montañez,N,1982-03-20,lemusoliver@example.net,673-899-7563,4,2022-03-17,Ocasional
239,116395814,Hermelinda,Bravo Arce,F,1975-08-14,julio28@example.net,(318)848-5200,,,Ocasional
240,825795423,Paola,Villarreal Holguín,M,1950-11-13,hernanpichardo@example.net,00548510174,4,2023-06-15,Frecuente
241,074699102,Renato,Adame Rendón,N,1961-09-20,eugenio99@example.net,893-544-9268x31589,1,2024-04-06,VIP
242,575889396,Elisa,Muro Rentería,M,1979-04-02,contrerasluz@example.com,01062737158,3,2024-11-10,Ocasional
243,449515534,Karina,Villalobos Valdivia,M,1950-11-15,ljaime@example.com,677-622-8277x28813,,,VIP
244,176783387,María Eugenia,Rojas Apodaca,M,1955-06-21,rafaelnegron@example.org,611.594.0821x5454,4,2023-05-25,VIP
245,779456057,Guadalupe,Ruelas Amaya,N,1958-01-27,claudiavillalpando@example.com,+44(3)2701851067,1,2022-02-17,VIP
246,580571262,Renato,Marín Valles,F,2002-03-19,ymiranda@example.com,922.877.7251x996,,,Ocasional
247,547007358,Julia,Gonzales Ortega,M,1999-02-17,paola07@example.net,120-948-1813,,,Frecuente
248,300585224,Serafín,Toro Velázquez,M,1971-12-02,vargasoctavio@example.org,801.820.4339x718,1,2024-12-07,Ocasional
249,836532579,Samuel,Mayorga Padilla,F,1963-06-19,salazaragustin@example.com,(260)856-4111x824,3,2025-09-23,Ocasional
250,033240396,Claudio,Elizondo Herrera,F,1975-06-04,corraleshomero@example.com,(209)520-0461x52654,,,Ocasional
251,841001878,José Manuél,Casárez Ávila,N,1998-05-13,eveliozambrano@example.net,788.614.0578,2,2022-10-10,Ocasional
252,655791815,Lorenzo,Barraza Roybal,N,1956-04-13,pantojatania@example.org,+48(9)1382496718,2,2024-08-15,Frecuente
253,296139290,Emilia,Collado Niño,F,1957-10-28,felipeterrazas@example.com,(700)794-2007x4946,2,2025-02-03,VIP
254,711401635,Jerónimo,Galindo Vigil,F,1985-09-01,amalia28@example.net,04161284639,4,2025-05-17,VIP
255,104005540,Natalia,Matías Monroy,N,1965-10-08,maria-cristina43@example.net,1-537-950-2097,,,Frecuente
256,596000997,Abigail,Aguirre Delgadillo,M,1994-08-28,svaladez@example.net,681.180.7156x956,3,2023-04-05,Ocasional
257,977923086,Diana,Aguilera Castellanos,M,1989-06-16,mnevarez@example.com,+30(4)5319433750,3,2024-02-24,Frecuente
258,806304762,Gilberto,Salcedo Zelaya,N,1977-09-25,abrahamestevez@example.net,149-872-8399x921,2,2023-12-18,Frecuente
259,544419771,Rolando,Cazares Barragán,F,1966-06-11,francisco-javiervargas@example.org,430-894-8706x0566,,,Frecuente
260,587336411,Gerardo,Casas Sisneros,M,2005-10-01,xsaldivar@example.net,+30(4)6875063519,,,Ocasional
261,455872401,Alberto,Gastélum Piña,M,1968-08-19,haroelsa@example.org,1-411-076-0954,1,2024-11-11,Frecuente
262,359913220,Fernando,Cardenas Rojas,N,1987-08-13,jacintoayala@example.com,319-971-7911x0065,,,Ocasional
263,591368671,Andrés,Cavazos Bañuelos,F,2001-07-28,tbaca@example.net,611-080-4661x96399,4,2025-09-13,Ocasional
264,686016675,Adalberto,Rendón Olivo,M,1997-08-28,nporras@example.net,05078593110,4,2023-04-24,VIP
265,335285105,Rosario,Barreto Villaseñor,N,1987-08-30,renatocastro@example.net,456-797-2320x0249,,,Frecuente
266,480889118,Marco Antonio,Serna Muñiz,F,1967-08-04,rodolfo82@example.org,495.450.8920x388,2,2023-05-22,Ocasional
267,814375094,Ana,Pichardo Montañez,M,1995-04-30,elviraferrer@example.org,1-377-959-9594,,,Frecuente
268,206148690,Lourdes,Méndez Curiel,M,1974-10-06,renteriaalma@example.com,033.793.3756,3,2024-08-30,VIP
269,827408750,Emiliano,Pabón Enríquez,N,1959-06-02,naranjoadalberto@example.org,081.247.3950,,,Ocasional
270,819379972,Alta  Gracia,Farías Fajardo,N,1975-07-24,delia34@example.net,(583)230-2410,3,2024-01-17,Ocasional
271,960933114,Zoé,Chapa Ojeda,M,2000-01-27,mirelesenrique@example.com,1-355-289-6112x233,,,Frecuente
272,474750214,Óscar,Ochoa Noriega,F,1952-06-19,rufino63@example.org,938.425.3042x8973,4,2022-11-13,Ocasional
273,125763475,Ariadna,Rodrígez Barragán,F,1980-05-26,nancyoquendo@example.net,578-725-5877x7496,4,2025-02-20,Ocasional
274,880756733,Teodoro,Vergara Arce,N,1952-10-28,estefaniafierro@example.com,634.669.2548,3,2023-02-02,VIP
275,718918309,Arturo,Cervantes Bravo,N,1984-04-23,maria85@example.org,1-078-956-7766x5754,,,Ocasional
276,260863462,Juana,Alvarado Duarte,F,1962-09-29,qgonzalez@example.net,05148881431,1,2024-04-12,VIP
277,883092399,Caridad,Becerra Murillo,N,1996-11-22,trevinoelvira@example.com,1-544-439-2840,,,Ocasional
278,187668528,Helena,Lerma Montemayor,N,1955-12-02,lpalomino@example.net,+78(2)6333738987,1,2024-05-20,Frecuente
279,688321304,María Teresa,Molina Briones,F,1999-05-08,elena66@example.org,1-780-529-2407x553,4,2025-12-31,Ocasional
280,728633000,Lourdes,Pizarro Páez,M,1974-10-10,irma90@example.net,+22(5)9999663618,2,2024-10-01,Ocasional
281,587814537,Judith,Escobedo Roldán,M,1962-04-11,mendezrebeca@example.com,412-182-0970x23164,4,2024-10-06,Frecuente
282,302355323,Emiliano,Gonzales Lovato,N,1954-02-03,renteriaana-luisa@example.com,025-662-1286x7163,,,Ocasional
283,423174797,Catalina,Flórez Marín,F,1991-07-02,kroldan@example.net,1-493-874-3027x1693,1,2024-06-23,Frecuente
284,140513265,Olivia,Méndez Varela,N,1970-08-16,drincon@example.net,+14(7)5469263296,,,Frecuente
285,243201488,María José,Olivo Elizondo,N,1979-02-05,orozcoalvaro@example.org,(484)137-6815,4,2022-04-13,Ocasional
286,112764145,Araceli,Cantú Santana,F,1954-02-06,lucas72@example.com,1-807-017-6563,2,2022-01-22,Frecuente
287,486198792,Leonel,Archuleta Alarcón,N,1985-12-19,camila25@example.net,777.118.3727x42209,3,2025-05-21,Frecuente
288,184540867,Benito,Díaz Lozano,N,1996-12-13,tellezjulio-cesar@example.org,00427523083,2,2022-12-28,Ocasional
289,033207696,Margarita,Arreola Solorzano,M,1992-07-19,orellanahomero@example.com,+90(0)6335331060,1,2023-11-02,Frecuente
290,549736740,Adela,Miranda Espinosa,F,1994-11-16,garaybeatriz@example.net,(206)815-5839,3,2023-12-07,Ocasional
291,240708511,Emilio,Toro Ortega,M,1986-02-08,ocasarez@example.org,05520650637,2,2023-01-05,Ocasional
292,019117886,Estefanía,Barraza Leiva,F,1988-03-18,alvaro13@example.com,(971)892-4195,,,Ocasional
293,117183284,Susana,Oquendo Cepeda,N,1970-11-16,delia57@example.org,1-099-768-3890,1,2024-05-20,VIP
294,905818799,Eugenia,Alonso Castellanos,N,1951-04-01,eva63@example.net,00257432630,,,VIP
295,262805848,Eva,Zamora Quiroz,M,1969-05-20,cecilia45@example.net,+86(4)0355338033,2,2024-07-01,Ocasional
296,803005244,Sandra,Olivárez Soliz,F,1975-02-02,dulce70@example.org,130.232.1298x338,1,2024-06-21,Frecuente
297,124990257,Arcelia,Polanco Robles,F,1973-05-03,daniel33@example.com,(934)497-3471,,,VIP
298,669362617,Jorge Luis,Otero Ocasio,F,1966-03-02,marianaquintana@example.com,962-706-6149x8282,1,2024-03-04,Frecuente
299,262780874,Francisco,Olivares Rivas,N,1979-09-16,maria-elena46@example.net,715.273.2300x8576,2,2025-02-06,Ocasional
300,632466340,Linda,Ortega Niño,N,1989-01-05,tsaiz@example.net,1-160-169-2364x5875,4,2024-01-15,Frecuente
301,780007198,Ana Luisa,Olmos Pineda,N,1954-03-03,federicoromo@example.org,024.972.4399,,,VIP
302,979820250,Wilfrido,Cuellar Alcala,M,1965-07-21,caballerotrinidad@example.net,691-836-2644x886,2,2023-05-22,Ocasional
303,201308983,Rodrigo,Manzanares Patiño,M,1960-03-08,cardonateresa@example.net,243.640.2701,,,Ocasional
304,927608588,Ángela,Perales Sosa,F,1968-09-03,ulomeli@example.com,(252)237-2817,,,Ocasional
305,282295180,Raquel,Galindo Escamilla,N,1998-04-20,ana-mariaelizondo@example.org,679-121-4161,2,2023-07-06,Ocasional
306,708077396,Gerónimo,Barela Monroy,N,1962-01-05,vigileugenio@example.com,100.409.0138x069,2,2024-10-13,Ocasional
307,404520017,Nicolás,Jáquez Ruelas,F,1958-05-03,mmiranda@example.com,1-555-356-6905,,,Ocasional
308,390130242,Isabel,Camarillo Acosta,F,1961-06-29,upadilla@example.org,+91(8)4357978630,,,Ocasional
309,236592197,Teodoro,Medina Alfaro,N,1988-03-12,amalia57@example.org,769.156.7164x9328,,,VIP
310,205689310,Reina,Santana Aparicio,M,1959-07-02,miriambrito@example.com,(872)717-8333x21160,3,2023-12-28,VIP
311,002716260,Cynthia,Mena Olivera,F,1993-07-10,estefania47@example.net,02871539915,2,2023-06-19,Ocasional
312,493781057,José María,Olivárez Valenzuela,F,2006-05-14,ogonzales@example.com,04111593195,1,2025-04-24,Ocasional
313,190740435,Carolina,Marroquín Olivares,M,1971-01-14,marquezanel@example.net,(366)552-8993x1608,4,2023-12-27,Ocasional
314,089145240,María Luisa,Mata Colunga,N,1979-12-04,estefania77@example.org,420.954.8149x7374,,,Ocasional
315,351717674,José Manuél,Bahena Merino,F,1965-06-03,enriquegarza@example.net,027.642.0865x67566,4,2024-09-14,VIP
316,151327870,Angélica,Suárez Leyva,N,1985-02-24,eloisa86@example.org,590-472-9277,2,2023-12-19,VIP
317,011766182,Guillermo,Colunga Fuentes,M,1999-07-26,elsaaguirre@example.com,912.662.0157x20185,3,2023-01-05,Frecuente
318,609722255,Rosalia,Puente Córdova,M,2004-04-27,cguevara@example.org,674.926.1764,2,2025-11-21,Ocasional
319,413283893,Susana,Rael Nazario,M,1966-08-10,casarescamilo@example.org,07830999741,,,VIP
320,602070232,Rosalia,Durán Olivo,N,1965-12-08,tpuente@example.net,151-826-0688,4,2022-07-11,VIP
321,053009914,Olga,Sáenz Barela,M,1978-09-28,francovictoria@example.org,(920)875-1029,4,2022-04-23,Frecuente
322,441277303,Emiliano,Cuellar Brito,F,1965-07-25,aldo11@example.net,(582)603-4084,4,2024-05-21,VIP
323,686281409,Victoria,Tejeda Rael,N,1973-03-27,reynaldosalas@example.net,1-859-883-1030,4,2023-09-06,Frecuente
324,120382911,Elena,Collado Luna,F,1984-11-03,ceciliazarate@example.net,1-954-296-1844,4,2022-03-06,Frecuente
325,467619888,Juana,Dávila Pabón,F,1979-05-30,qbotello@example.net,(283)143-5989x262,4,2022-02-10,Ocasional
326,984612182,Ignacio,Puente Ojeda,M,1989-12-13,zayasfernando@example.org,181-861-5155,,,Frecuente
327,042377532,Georgina,Concepción Gastélum,N,1950-12-20,adalberto16@example.org,112-849-7185x948,,,VIP
328,732815061,Genaro,Zúñiga Camacho,N,1988-12-04,de-la-rosailse@example.com,(588)967-9240,1,2022-01-07,Ocasional
329,528637207,Nelly,Cortés Castro,M,1978-10-28,jose-mariavanegas@example.net,053-967-2757,1,2025-04-06,Ocasional
330,740604640,Nadia,Llamas Leal,M,1990-11-16,tsoliz@example.org,(146)511-1312,,,Frecuente
331,220707893,René,Báez Bravo,F,1973-01-01,perla70@example.com,(827)788-1609x30685,,,Ocasional
332,187499732,Felipe,Suárez Arias,N,1957-10-26,rde-la-garza@example.net,215.285.0676,,,Frecuente
333,759146517,David,Niño Carreón,F,1980-01-05,felix81@example.com,(744)309-6348,4,2022-02-11,VIP
334,224808222,Alejandro,Rivas Saavedra,F,2003-02-15,moyaabraham@example.net,1-545-105-2650x167,4,2024-09-16,Frecuente
335,660478191,Elvia,Bravo Tafoya,M,1987-09-27,liliacastaneda@example.com,+24(3)7654562841,,,Frecuente
336,967674642,Marcela,Quiñones Cuellar,F,2003-08-19,joaquinpuente@example.org,313.402.6650,4,2023-02-25,Ocasional
337,526156879,Cynthia,Farías Roque,M,1978-04-03,caridad67@example.net,256.862.1102x258,1,2025-10-05,Ocasional
338,651142847,Adán,Granado Ávila,M,1998-11-25,luis-miguel90@example.com,447.163.9282x341,4,2022-03-02,Ocasional
339,428741968,Frida,Gutiérrez Portillo,F,1967-03-13,mariocandelaria@example.net,892.392.3126x04326,2,2024-11-08,Ocasional
340,809894543,Aida,Feliciano Bustos,M,1970-12-09,olivareslorenzo@example.net,(335)670-8604,1,2024-12-29,Frecuente
341,486151265,Blanca,Jiménez Narváez,N,1971-01-12,jeronimo63@example.com,+20(0)0534749162,2,2023-11-01,Ocasional
342,396027640,Flavio,Salazar Narváez,F,2003-09-21,hernan11@example.net,+82(5)5598953439,4,2023-01-24,VIP
343,026192972,Juan Carlos,Brito Caraballo,M,1954-11-15,soniazarate@example.org,+93(3)7118954738,,,Ocasional
344,680714806,Cristian,Armas Cavazos,N,1974-04-27,lourdesurbina@example.net,855-716-1768,3,2025-08-14,Ocasional
345,587916279,Nadia,Alonzo de la Crúz,N,1962-09-25,catalina40@example.net,+36(7)8812786866,1,2023-11-04,Ocasional
346,097105160,Samuel,Jurado Fonseca,M,1968-04-07,abelardocrespo@example.net,1-908-788-4434,1,2024-11-26,VIP
347,688445641,Gabriel,Urías Casanova,F,1976-11-02,espartaarmenta@example.net,402.424.0338,1,2025-09-14,Ocasional
348,845699166,Camilo,Abreu Montenegro,M,1956-10-02,irma18@example.com,269.450.0534x24089,1,2025-05-13,Frecuente
349,831741558,Bernabé,Olivas Hinojosa,M,2006-01-23,margaritagaray@example.com,396-273-6527,2,2024-05-12,VIP
350,192235612,Aurelio,Saldivar Durán,N,1993-06-21,lescalante@example.org,1-724-042-2693x1216,1,2023-08-28,Ocasional
351,891182559,Felipe,Rentería Padrón,M,1969-12-28,sotocitlali@example.net,+91(6)6010023142,2,2025-02-03,Frecuente
352,954872370,Soledad,Zapata Alcántar,F,1971-09-27,caraballopatricia@example.net,1-132-797-2457,3,2022-03-28,Frecuente
353,327276877,Cristal,Guerrero Badillo,F,1951-06-18,soledad81@example.org,+18(4)1862030366,,,Ocasional
354,828513744,Concepción,Morales Llamas,N,1983-02-22,juan-carloscarreon@example.com,(131)451-9515,,,Frecuente
355,499204479,Arturo,Armas Zedillo,F,1975-06-15,diegoporras@example.net,1-926-249-4514,3,2025-03-07,Ocasional
356,898617915,Modesto,Negrete Jaimes,M,1964-11-15,acevedoconchita@example.net,526-771-1964,2,2022-01-23,Ocasional
357,339954136,Clemente,Bustamante Medrano,N,2003-11-26,dulceolmos@example.com,1-767-695-2366,2,2023-03-18,Ocasional
358,354954463,Paulina,Salinas Tijerina,F,1951-02-09,itejada@example.org,196-893-1350x305,2,2022-04-11,Frecuente
359,582623679,Porfirio,Rojo Cepeda,N,1957-08-05,balderasjaqueline@example.com,472-863-3302,1,2022-03-02,VIP
360,002664387,Caridad,Collazo Ocasio,M,1977-05-11,pinedajose-emilio@example.org,1-191-792-0252x13109,1,2023-08-06,Ocasional
361,752128416,Lorena,Cornejo Echeverría,N,1992-03-04,vcintron@example.net,1-476-570-4120x09282,4,2025-08-12,VIP
362,362766206,Adalberto,Ortiz Piña,N,1963-07-30,turrutia@example.com,1-843-624-1862x3690,3,2023-04-21,VIP
363,099491956,Estefanía,Orosco Enríquez,M,2000-12-28,rochamateo@example.com,662-056-3411x15950,,,Ocasional
364,598684104,Evelio,Lerma Curiel,F,1972-01-27,barraganeric@example.net,+43(8)3034199097,4,2024-04-17,Ocasional
365,155917967,Amalia,Arriaga Mascareñas,M,1977-10-11,maresabril@example.com,(683)565-2156,,,Frecuente
366,411201634,Nadia,Campos Sandoval,M,1954-08-26,albertovillagomez@example.com,904.227.1133x228,2,2022-05-31,Frecuente
367,490477106,Noemí,Solorzano Mondragón,N,2002-05-18,vceja@example.com,960.633.9912,2,2024-11-22,Ocasional
368,420212924,Raquel,Salinas Calderón,N,2004-08-18,collazohoracio@example.net,07175242149,4,2022-02-22,VIP
369,494129986,José,Morales Burgos,F,1987-02-06,duartemaria-luisa@example.com,472.197.0546x692,,,Frecuente
370,676968906,Marcos,Navarro Sepúlveda,N,1964-12-07,jose-luis16@example.net,1-409-038-0214x629,1,2023-07-03,Ocasional
371,312607535,Leonor,Beltrán Garica,M,1958-07-25,qrios@example.org,778.711.2166,,,Frecuente
372,276626904,Elvira,Padilla Méndez,F,1950-03-30,mateojacobo@example.net,371.470.8272x359,2,2022-01-26,VIP
373,733599297,Alonso,Zaragoza Olivares,M,1965-12-27,najeraluis-manuel@example.com,1-030-644-2121,2,2025-04-20,VIP
374,377705953,Gerardo,Palacios Bonilla,F,2006-05-16,maria-cristina68@example.org,(420)165-4235x67782,,,Ocasional
375,650316092,Marco Antonio,Mota Vásquez,F,2003-11-10,jalarcon@example.net,1-199-255-0272,2,2023-12-03,Frecuente
376,710192855,Modesto,Mateo Carrera,M,1988-10-03,hirizarry@example.net,+72(7)9103368296,4,2022-03-29,Frecuente
377,506160886,Esmeralda,Montero Fuentes,F,1969-12-13,reynaldoalcaraz@example.com,044.817.7665,2,2024-03-09,VIP
378,305553826,Jesús,Torres Polanco,M,2003-04-17,camila27@example.com,289.286.6464,4,2025-11-01,Ocasional
379,610296493,Silvano,Camacho Brito,F,1976-07-31,burgosvioleta@example.org,617.981.7890x4633,1,2024-12-25,Frecuente
380,661614030,María Elena,Ureña Olivárez,N,2001-05-05,estevezmariano@example.org,766.053.8444,3,2024-05-12,Frecuente
381,843481373,Homero,Pedroza Guardado,M,1982-08-05,pedrozaalonso@example.org,+25(8)9552963863,4,2022-05-31,Frecuente
382,731454234,Sergio,Orozco Ávalos,F,1954-08-26,ocazares@example.com,265.826.3128x19648,4,2023-05-04,Frecuente
383,400780620,Cristobal,Medrano Figueroa,N,2002-09-24,cabanaldonza@example.com,+92(0)9819602752,,,VIP
384,559076116,Evelio,Garibay Luevano,F,1964-03-07,omarguillen@example.net,404-120-9117x911,,,Ocasional
385,434521613,Claudia,Leyva Iglesias,M,2005-12-01,aureliobernal@example.com,361.706.1713,2,2024-08-07,Ocasional
386,384238951,Lourdes,Núñez Martínez,F,1975-08-24,lcruz@example.com,+29(9)0155799802,,,Ocasional
387,223510575,Octavio,Hernández Casas,F,2006-06-15,samuelanguiano@example.net,+88(2)3513052312,3,2023-11-08,Frecuente
388,348561443,Gabriel,Lara Rosario,F,1984-01-31,aureliomontero@example.net,(477)686-3423x4619,,,VIP
389,488344281,Rodrigo,Marrero de Jesús,F,1986-06-08,micaelaprieto@example.com,(945)919-6639x551,1,2024-01-20,VIP
390,503104660,María del Carmen,de la Fuente Aponte,F,1958-06-04,rodrigo64@example.net,856-012-5625x31355,4,2025-03-17,Frecuente
391,012023427,Clemente,Martínez Casillas,F,1982-10-12,matosadalberto@example.net,1-379-538-1649,3,2025-11-23,Frecuente
392,995345779,Eric,Soto Gamboa,N,2001-08-21,valentingerman@example.net,196.655.3307x7046,3,2024-04-08,Frecuente
393,543128746,Carla,Castellanos Regalado,N,1991-04-09,rubymena@example.net,390-409-0742x608,,,Frecuente
394,347996880,Óliver,Arenas Miranda,F,1971-12-04,barriosmariano@example.org,(445)561-8579x064,,,Ocasional
395,110342817,María Elena,Salcido Casas,N,1992-12-23,serafin10@example.org,+02(1)5632135800,2,2025-03-04,Frecuente
396,942151213,Francisco Javier,Armas Carranza,F,1983-09-27,maestasantonio@example.com,1-964-229-7125,2,2023-06-13,Ocasional
397,142917860,Concepción,Viera Pedraza,M,1966-05-12,hcasillas@example.net,977.457.3144,1,2022-05-14,VIP
398,417121940,Armando,Morales Valdez,N,1997-02-15,victoriaflorez@example.net,01703037637,4,2023-11-10,VIP
399,883238093,Bernardo,Molina Frías,N,2004-09-01,hugo72@example.net,02356798363,2,2022-09-12,Ocasional
400,073226179,Ángela,Ledesma Piña,N,1963-07-05,homerovelez@example.net,02711307240,4,2024-08-14,Ocasional
401,294760397,Martín,Tamez Regalado,M,1989-09-27,gabino18@example.org,632.686.8507,1,2023-05-03,VIP
402,306153608,Georgina,Negrón Calvillo,N,1992-06-05,olivasluisa@example.org,(362)948-9786,1,2022-09-28,Ocasional
403,826847544,Bianca,Arteaga Guzmán,F,2001-01-23,gaonacamila@example.org,+94(3)1814396661,,,Ocasional
404,418248638,Estefanía,Jasso Saldivar,F,1973-07-16,davidfigueroa@example.com,494-012-8974x32512,,,Ocasional
405,243451996,Eduardo,Mercado Reséndez,N,1993-06-16,adanrojo@example.com,1-024-120-9579,,,Ocasional
406,785057456,Abel,Sáenz Gutiérrez,F,1978-02-18,ccarmona@example.org,1-438-822-1145x7758,2,2022-10-20,VIP
407,874212581,Francisco,Ruiz Hernandes,M,1964-01-30,maria-jose05@example.com,1-589-714-8026x32570,1,2025-09-14,Ocasional
408,816532006,Felipe,Vélez Prado,F,1964-08-27,emiliano13@example.com,148-782-4556x96443,3,2024-10-16,VIP
409,389134548,Alma,Venegas Solís,N,1997-03-22,sara16@example.com,1-541-072-7284x9824,,,VIP
410,255435805,Micaela,Lomeli Barragán,F,1956-11-29,adela70@example.org,(910)740-6500,3,2025-03-24,Ocasional
411,644959937,Fidel,Chavarría Montez,F,1996-03-25,nadia82@example.org,1-423-691-4307x53666,3,2025-03-07,Frecuente
